InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
746117,SKU_1391,Backpack,7,2020/3/8 08:00,93.65,46736,Norway,0.02,Credit Card,12.06,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
752665,SKU_1600,Blue Pen,12,2020/3/8 09:00,65.97,73518,Belgium,0.13,Bank Transfer,6.69,Stationery,Online,Not Returned,DHL,Rome,High
625910,SKU_1041,USB Cable,19,2020/3/8 10:00,2.38,18854,United Kingdom,0.02,Bank Transfer,8.92,Accessories,Online,Not Returned,FedEx,Berlin,Low
673044,SKU_1092,T-shirt,47,2020/3/8 11:00,84.48,77838,France,0.32,Bank Transfer,16.46,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
140809,SKU_1214,T-shirt,14,2020/3/8 12:00,65.13,86059,Norway,0.29,Bank Transfer,25.03,Furniture,Online,Not Returned,FedEx,Rome,Low
641013,SKU_1348,USB Cable,25,2020/3/8 13:00,21.09,,Portugal,0.12,paypall,18.95,Stationery,Online,Not Returned,UPS,Paris,Medium
816756,SKU_1512,Desk Lamp,29,2020/3/8 14:00,25.46,99202,France,0.41,Bank Transfer,6.08,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
151226,SKU_1334,Wireless Mouse,7,2020/3/8 15:00,69.05,62631,Belgium,0.19,Credit Card,6.93,Electronics,Online,Not Returned,UPS,Rome,Low
599512,SKU_1398,Office Chair,20,2020/3/8 16:00,58.12,62270,Italy,0.24,Bank Transfer,10.85,Apparel,Online,Not Returned,FedEx,Berlin,High
705470,SKU_1923,Desk Lamp,31,2020/3/8 17:00,44.48,78325,Netherlands,0.38,Credit Card,25.93,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
575781,SKU_1163,Wall Clock,37,2020/3/8 18:00,32.27,74362,United Kingdom,0.24,paypall,6.05,Electronics,In-store,Not Returned,FedEx,Rome,Low
129402,SKU_1105,Backpack,42,2020/3/8 19:00,82.79,87833,Australia,0.42,Credit Card,5.16,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
104263,SKU_1231,Desk Lamp,38,2020/3/8 20:00,79.57,67710,Netherlands,0.39,Bank Transfer,26.47,Apparel,Online,Not Returned,UPS,Berlin,Low
851883,SKU_1991,Notebook,36,2020/3/8 21:00,86.62,43867,Spain,0.27,paypall,27.4,Stationery,Online,Not Returned,DHL,Rome,High
277900,SKU_1557,Wireless Mouse,38,2020/3/8 22:00,80.68,27295,Spain,0.27,paypall,16.24,Apparel,Online,Not Returned,Royal Mail,Berlin,High
672212,SKU_1716,T-shirt,36,2020/3/8 23:00,94.39,97698,Norway,0.36,paypall,27.06,Electronics,Online,Not Returned,DHL,Paris,Medium
436326,SKU_1532,Desk Lamp,21,2020/3/9 00:00,11.98,43917,Spain,0.32,paypall,11.08,Apparel,Online,Returned,Royal Mail,Amsterdam,Low
324137,SKU_1176,Backpack,20,2020/3/9 01:00,51.84,39896,Italy,0.28,Credit Card,9.87,Furniture,In-store,Not Returned,DHL,London,Low
552268,SKU_1678,USB Cable,41,2020/3/9 02:00,32,37117,Norway,0.17,Bank Transfer,14.73,Electronics,Online,Not Returned,FedEx,Rome,Medium
397881,SKU_1293,USB Cable,47,2020/3/9 03:00,39.3,21578,Sweden,0.05,Credit Card,16.95,Apparel,In-store,Not Returned,FedEx,Rome,Medium
463476,SKU_1264,T-shirt,49,2020/3/9 04:00,92.24,52305,United States,0.29,Credit Card,11.41,Stationery,In-store,Not Returned,Royal Mail,Rome,Low
451707,SKU_1787,Headphones,37,2020/3/9 05:00,78.95,66284,Norway,0.34,Credit Card,15.59,Furniture,In-store,Not Returned,UPS,Amsterdam,Low
784733,SKU_1851,Notebook,37,2020/3/9 06:00,4.2,40218,Spain,0.39,Credit Card,20.22,Stationery,In-store,Returned,Royal Mail,Rome,High
610585,SKU_1519,T-shirt,33,2020/3/9 07:00,45.55,79828,United Kingdom,0.12,paypall,13.87,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium
791757,SKU_1269,Backpack,-38,2020/3/9 08:00,-25.25,,Norway,1.405597582,Bank Transfer,,Stationery,In-store,Not Returned,UPS,,Low
490719,SKU_1829,Backpack,18,2020/3/9 09:00,58.66,52069,Sweden,0.34,Bank Transfer,9.32,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
579361,SKU_1211,Office Chair,2,2020/3/9 10:00,32.64,45647,Spain,0.36,Credit Card,8.34,Electronics,In-store,Not Returned,UPS,Amsterdam,High
201371,SKU_1162,T-shirt,44,2020/3/9 11:00,48.86,42857,Belgium,0.29,Credit Card,27.51,Accessories,Online,Not Returned,FedEx,Rome,Medium
662997,SKU_1822,Wall Clock,-19,2020/3/9 12:00,37.96,,Sweden,0.16,paypall,,Apparel,In-store,Not Returned,Royal Mail,,Low
292192,SKU_1556,T-shirt,49,2020/3/9 13:00,4.58,25260,Portugal,0.35,Bank Transfer,18.18,Apparel,In-store,Not Returned,FedEx,Berlin,High
250322,SKU_1916,Desk Lamp,9,2020/3/9 14:00,30.17,50702,Spain,0.09,Credit Card,28.9,Furniture,Online,Returned,Royal Mail,Rome,Low
121172,SKU_1744,Desk Lamp,22,2020/3/9 15:00,68.54,63002,Australia,0.25,Bank Transfer,28.78,Accessories,In-store,Not Returned,FedEx,Amsterdam,Low
635843,SKU_1052,Notebook,23,2020/3/9 16:00,83.35,48831,Australia,0.1,Credit Card,19.25,Accessories,Online,Not Returned,FedEx,London,High
677564,SKU_1232,White Mug,42,2020/3/9 17:00,80.24,65784,United Kingdom,0.01,paypall,6.45,Accessories,Online,Returned,DHL,Berlin,High
681780,SKU_1437,Wall Clock,5,2020/3/9 18:00,25.8,38796,Sweden,0.35,Credit Card,11.84,Stationery,In-store,Not Returned,DHL,Paris,Low
808362,SKU_1853,White Mug,47,2020/3/9 19:00,81.51,12383,Portugal,0.5,paypall,25.58,Accessories,Online,Not Returned,DHL,London,High
613319,SKU_1682,Backpack,17,2020/3/9 20:00,82.8,99793,Spain,0.08,paypall,9.55,Apparel,Online,Not Returned,DHL,Paris,High
880298,SKU_1517,T-shirt,34,2020/3/9 21:00,53,19747,Norway,0.18,Bank Transfer,5.75,Furniture,Online,Not Returned,Royal Mail,Rome,High
976031,SKU_1950,USB Cable,44,2020/3/9 22:00,33.25,87802,Italy,0.47,paypall,15.56,Electronics,In-store,Not Returned,FedEx,Berlin,Medium
322320,SKU_1043,Wall Clock,-4,2020/3/9 23:00,82.02,,France,0.18,paypall,,Apparel,Online,Not Returned,UPS,,High
517978,SKU_1602,USB Cable,39,2020/3/10 00:00,11.35,89584,Spain,0.33,paypall,7.98,Apparel,Online,Not Returned,DHL,Rome,Medium
111046,SKU_1707,Blue Pen,23,2020/3/10 01:00,95.65,64254,Portugal,0.39,paypall,16.4,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
328071,SKU_1515,Wireless Mouse,13,2020/3/10 02:00,34.16,29338,Belgium,0.24,Credit Card,19.67,Apparel,Online,Not Returned,UPS,Paris,High
478165,SKU_1632,Office Chair,42,2020/3/10 03:00,14.02,52212,France,0.45,Credit Card,19.38,Apparel,In-store,Not Returned,FedEx,Berlin,High
808662,SKU_1574,Desk Lamp,45,2020/3/10 04:00,74.61,33937,Spain,0.14,Bank Transfer,10.03,Furniture,In-store,Not Returned,Royal Mail,Berlin,High
516366,SKU_1091,Notebook,18,2020/3/10 05:00,44.72,48692,Australia,0.3,paypall,18.76,Stationery,Online,Not Returned,Royal Mail,Rome,High
366997,SKU_1758,T-shirt,26,2020/3/10 06:00,52.94,56349,Portugal,0.03,Credit Card,21.12,Furniture,Online,Not Returned,FedEx,Rome,Medium
745188,SKU_1730,Blue Pen,16,2020/3/10 07:00,4.98,79748,France,0.26,Bank Transfer,11.96,Accessories,Online,Not Returned,FedEx,Paris,High
582615,SKU_1953,Headphones,46,2020/3/10 08:00,32.14,81400,Norway,0.19,paypall,14.44,Electronics,Online,Not Returned,DHL,Paris,High
515008,SKU_1437,T-shirt,38,2020/3/10 09:00,22.92,43032,Germany,0.08,Bank Transfer,25.51,Apparel,Online,Not Returned,UPS,Amsterdam,Low
683417,SKU_1336,T-shirt,43,2020/3/10 10:00,42.03,16938,Netherlands,0.49,paypall,8.19,Furniture,Online,Not Returned,FedEx,Rome,High
861379,SKU_1742,Backpack,9,2020/3/10 11:00,8.62,94699,Belgium,0.41,Credit Card,6.96,Furniture,In-store,Returned,DHL,Rome,Low
305550,SKU_1293,Wall Clock,38,2020/3/10 12:00,24.69,,United Kingdom,0.46,paypall,20.64,Electronics,Online,Returned,FedEx,Berlin,Medium
344883,SKU_1699,Desk Lamp,6,2020/3/10 13:00,18.54,17156,Australia,0.49,Credit Card,23.38,Accessories,Online,Not Returned,FedEx,London,Low
738418,SKU_1819,Notebook,5,2020/3/10 14:00,30.1,28347,Spain,0.47,Bank Transfer,19.5,Furniture,Online,Not Returned,DHL,London,Medium
560514,SKU_1924,Wireless Mouse,10,2020/3/10 15:00,48.62,97475,United States,0.31,Credit Card,22.34,Apparel,Online,Not Returned,DHL,London,Medium
771210,SKU_1679,Backpack,23,2020/3/10 16:00,95.96,59004,United States,0.11,Bank Transfer,16.87,Furniture,In-store,Not Returned,UPS,London,Medium
221789,SKU_1966,Wall Clock,6,2020/3/10 17:00,49.76,42625,Belgium,0.12,Credit Card,6.37,Accessories,Online,Returned,UPS,Rome,Low
779418,SKU_1263,White Mug,13,2020/3/10 18:00,95.37,78075,Belgium,0.1,paypall,14.02,Stationery,In-store,Not Returned,UPS,Paris,Low
800780,SKU_1104,Office Chair,9,2020/3/10 19:00,42.12,85480,Spain,0.46,Bank Transfer,28.13,Electronics,Online,Returned,FedEx,Rome,Low
663178,SKU_1992,T-shirt,38,2020/3/10 20:00,7.35,41697,Germany,0.13,paypall,6.24,Electronics,Online,Not Returned,DHL,Paris,Low
166017,SKU_1223,Desk Lamp,32,2020/3/10 21:00,21.82,78065,Portugal,0.33,Credit Card,24.07,Furniture,In-store,Returned,Royal Mail,Rome,Medium
278376,SKU_1418,Wall Clock,16,2020/3/10 22:00,39.39,14251,Australia,0.26,Credit Card,10.23,Accessories,Online,Returned,FedEx,Rome,High
788281,SKU_1977,Notebook,17,2020/3/10 23:00,97.75,37887,Italy,0.24,Credit Card,29.61,Stationery,In-store,Not Returned,UPS,Amsterdam,High
599137,SKU_1114,Office Chair,32,2020/3/11 00:00,81.17,14363,Netherlands,0.04,Bank Transfer,16.76,Electronics,In-store,Not Returned,FedEx,Berlin,Medium
756884,SKU_1890,Wireless Mouse,32,2020/3/11 01:00,7.94,93673,Portugal,0.12,paypall,5.57,Accessories,Online,Not Returned,UPS,Amsterdam,High
724712,SKU_1234,White Mug,4,2020/3/11 02:00,18.19,,Spain,0.25,paypall,17.99,Furniture,Online,Not Returned,FedEx,,Low
901480,SKU_1783,Office Chair,12,2020/3/11 03:00,58.97,91717,Italy,0.39,Credit Card,9.71,Furniture,Online,Not Returned,DHL,London,High
793264,SKU_1273,USB Cable,28,2020/3/11 04:00,96.31,28086,Netherlands,0.02,Credit Card,5.11,Apparel,Online,Not Returned,Royal Mail,Amsterdam,High
941344,SKU_1954,Desk Lamp,6,2020/3/11 05:00,41.57,90868,Netherlands,0.26,Credit Card,16.39,Stationery,In-store,Not Returned,DHL,London,Low
658296,SKU_1229,Notebook,4,2020/3/11 06:00,83.36,31152,Australia,0.26,Credit Card,12.23,Electronics,Online,Not Returned,Royal Mail,Rome,Low
493276,SKU_1728,T-shirt,47,2020/3/11 07:00,33.32,,France,0.07,paypall,28.64,Electronics,Online,Not Returned,DHL,,Medium
830026,SKU_1033,Desk Lamp,8,2020/3/11 08:00,20.27,76537,Germany,0.28,Bank Transfer,12.45,Apparel,In-store,Not Returned,DHL,Amsterdam,Low
707847,SKU_1387,White Mug,29,2020/3/11 09:00,32.58,33558,Netherlands,0.09,Bank Transfer,18.53,Accessories,In-store,Not Returned,DHL,Rome,Low
155337,SKU_1708,Wall Clock,27,2020/3/11 10:00,62.42,10281,Italy,0.3,Credit Card,9.54,Accessories,Online,Not Returned,DHL,Rome,Medium
997048,SKU_1500,Notebook,22,2020/3/11 11:00,59.54,43593,Italy,0.24,paypall,10.69,Apparel,In-store,Not Returned,DHL,Paris,Low
375494,SKU_1894,Headphones,46,2020/3/11 12:00,45.25,93961,Netherlands,0.16,Credit Card,18.13,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
124354,SKU_1461,Office Chair,47,2020/3/11 13:00,69.15,15420,Netherlands,0.1,Bank Transfer,20.21,Stationery,Online,Not Returned,FedEx,Berlin,Medium
145186,SKU_1448,Wireless Mouse,47,2020/3/11 14:00,24.54,77243,Germany,0.45,Credit Card,28.81,Apparel,Online,Not Returned,FedEx,Rome,Low
652433,SKU_1828,T-shirt,3,2020/3/11 15:00,9,20990,Sweden,0.33,paypall,5.26,Furniture,In-store,Returned,FedEx,Rome,High
527236,SKU_1213,T-shirt,49,2020/3/11 16:00,61.89,48629,Spain,0.07,paypall,12.55,Furniture,In-store,Not Returned,UPS,Amsterdam,Low
710411,SKU_1045,Office Chair,9,2020/3/11 17:00,14.82,60274,France,0.43,Credit Card,10.35,Furniture,Online,Not Returned,DHL,London,High
599883,SKU_1404,White Mug,26,2020/3/11 18:00,51.68,92784,Germany,0.16,Credit Card,28.06,Furniture,Online,Not Returned,Royal Mail,Berlin,High
830546,SKU_1332,Wireless Mouse,12,2020/3/11 19:00,34.68,54220,Belgium,0.32,paypall,26.93,Furniture,Online,Not Returned,UPS,Berlin,Low
840829,SKU_1239,T-shirt,11,2020/3/11 20:00,4.21,83456,Norway,0.27,paypall,15.73,Furniture,In-store,Not Returned,DHL,Amsterdam,High
644869,SKU_1253,Notebook,12,2020/3/11 21:00,46.76,40738,Spain,0.21,Credit Card,21.18,Apparel,Online,Not Returned,DHL,Rome,High
713217,SKU_1227,USB Cable,38,2020/3/11 22:00,87.79,10434,Portugal,0.01,paypall,26.59,Electronics,Online,Not Returned,DHL,Berlin,Medium
385195,SKU_1732,White Mug,26,2020/3/11 23:00,88.31,,Australia,0,Bank Transfer,13.67,Apparel,In-store,Not Returned,DHL,Rome,Low
675762,SKU_1890,Desk Lamp,-28,2020/3/12 00:00,-72.95,,United Kingdom,1.954361789,Credit Card,,Accessories,In-store,Not Returned,UPS,,High
716036,SKU_1165,T-shirt,19,2020/3/12 01:00,48.44,59828,United States,0.41,Credit Card,29.54,Furniture,In-store,Not Returned,UPS,Rome,Low
225995,SKU_1584,Wall Clock,16,2020/3/12 02:00,35.24,65691,Portugal,0.39,Credit Card,10.78,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
345690,SKU_1736,T-shirt,30,2020/3/12 03:00,4.04,68598,Spain,0.31,Bank Transfer,22.74,Furniture,In-store,Not Returned,DHL,London,High
431770,SKU_1510,Backpack,5,2020/3/12 04:00,72.45,63814,Portugal,0.48,Credit Card,21.84,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
893392,SKU_1597,USB Cable,37,2020/3/12 05:00,91.2,37080,United States,0.08,Credit Card,29.19,Apparel,Online,Returned,FedEx,Paris,Low
528988,SKU_1592,USB Cable,-26,2020/3/12 06:00,58.88,,Australia,0.31,Bank Transfer,,Electronics,In-store,Returned,Royal Mail,,Low
280553,SKU_1955,Blue Pen,31,2020/3/12 07:00,99.84,78881,France,0.36,Bank Transfer,15.92,Stationery,Online,Not Returned,UPS,London,Medium
660696,SKU_1726,USB Cable,2,2020/3/12 08:00,65.49,85925,United Kingdom,0.31,paypall,27.2,Accessories,Online,Not Returned,DHL,London,High
980438,SKU_1675,Wall Clock,16,2020/3/12 09:00,16.9,94403,Netherlands,0.36,paypall,5.59,Apparel,In-store,Returned,Royal Mail,Rome,Medium
359568,SKU_1389,USB Cable,22,2020/3/12 10:00,50.94,58316,United Kingdom,0.32,paypall,20.93,Furniture,Online,Returned,DHL,London,Low
419278,SKU_1751,Wall Clock,24,2020/3/12 11:00,56.87,86121,Belgium,0.28,paypall,11.84,Accessories,Online,Not Returned,Royal Mail,Rome,High
251563,SKU_1422,T-shirt,42,2020/3/12 12:00,77.89,48963,Italy,0.07,paypall,5.05,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
756701,SKU_1924,USB Cable,42,2020/3/12 13:00,66.87,63024,Norway,0.05,Credit Card,25.01,Furniture,Online,Not Returned,Royal Mail,London,High
799983,SKU_1410,White Mug,16,2020/3/12 14:00,6.09,80316,United States,0.24,Credit Card,21.01,Apparel,In-store,Not Returned,UPS,Paris,Low
714615,SKU_1580,Blue Pen,20,2020/3/12 15:00,21.8,16494,Portugal,0.48,Bank Transfer,13.19,Accessories,Online,Not Returned,DHL,Amsterdam,High
493554,SKU_1648,Wall Clock,13,2020/3/12 16:00,6.72,55606,Germany,0.17,Bank Transfer,16.03,Accessories,In-store,Returned,UPS,London,High
302503,SKU_1663,Wall Clock,46,2020/3/12 17:00,45.25,68606,Italy,0,Credit Card,13.09,Stationery,Online,Not Returned,FedEx,London,High
243326,SKU_1446,Notebook,17,2020/3/12 18:00,41.54,16155,Belgium,0.41,Credit Card,6.45,Accessories,In-store,Not Returned,UPS,London,Medium
807220,SKU_1402,White Mug,21,2020/3/12 19:00,48.65,16669,Italy,0.33,Credit Card,28.86,Apparel,In-store,Returned,Royal Mail,London,High
111344,SKU_1096,Blue Pen,20,2020/3/12 20:00,99.96,34335,France,0.36,Credit Card,17.99,Electronics,In-store,Not Returned,FedEx,Paris,Medium
494966,SKU_1378,Headphones,23,2020/3/12 21:00,3.41,95285,United States,0.37,paypall,24.41,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
692245,SKU_1669,Wall Clock,16,2020/3/12 22:00,96.49,58620,Spain,0.11,paypall,25.82,Electronics,Online,Not Returned,FedEx,London,Medium
205423,SKU_1185,Wall Clock,23,2020/3/12 23:00,90.6,94266,Germany,0.26,Credit Card,23.5,Stationery,Online,Not Returned,UPS,Berlin,High
420197,SKU_1679,Wireless Mouse,11,2020/3/13 00:00,32.18,37748,Portugal,0.21,paypall,10.82,Apparel,In-store,Not Returned,UPS,Rome,High
564071,SKU_1243,Blue Pen,3,2020/3/13 01:00,90.91,89147,Norway,0.17,Credit Card,5.85,Electronics,In-store,Not Returned,FedEx,Berlin,Low
771256,SKU_1630,White Mug,47,2020/3/13 02:00,44.42,81865,Italy,0.43,paypall,6.12,Furniture,In-store,Not Returned,FedEx,London,Medium
286833,SKU_1707,Wall Clock,18,2020/3/13 03:00,78.87,89537,Netherlands,0.5,Credit Card,5.61,Apparel,Online,Not Returned,UPS,Rome,Medium
817912,SKU_1502,Office Chair,45,2020/3/13 04:00,1.27,13077,Netherlands,0.44,Bank Transfer,14.74,Electronics,Online,Not Returned,DHL,Berlin,High
875435,SKU_1287,White Mug,27,2020/3/13 05:00,90.44,10278,Belgium,0.08,paypall,18.82,Stationery,Online,Not Returned,FedEx,Paris,Low
177454,SKU_1368,Wall Clock,49,2020/3/13 06:00,62.84,59368,Belgium,0.33,Bank Transfer,29.5,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
357594,SKU_1064,Desk Lamp,27,2020/3/13 07:00,15.18,86835,Portugal,0.1,Credit Card,10.02,Stationery,Online,Not Returned,UPS,Berlin,High
611897,SKU_1161,Office Chair,26,2020/3/13 08:00,91.62,18999,Norway,0.06,paypall,14.23,Furniture,In-store,Not Returned,UPS,Amsterdam,High
452744,SKU_1596,Office Chair,28,2020/3/13 09:00,5.17,64595,Belgium,0.49,paypall,10.93,Furniture,In-store,Not Returned,DHL,London,Medium
616142,SKU_1926,Wireless Mouse,-46,2020/3/13 10:00,-3.47,,Norway,0.44,paypall,,Stationery,In-store,Not Returned,DHL,,Medium
137641,SKU_1570,Notebook,33,2020/3/13 11:00,93.64,60417,Belgium,0.32,Bank Transfer,22.44,Accessories,In-store,Not Returned,DHL,Berlin,Low
653999,SKU_1973,Blue Pen,37,2020/3/13 12:00,55.63,53259,United States,0.24,Credit Card,29.88,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
956774,SKU_1793,Notebook,-19,2020/3/13 13:00,-10.9,,Netherlands,1.982527661,Credit Card,,Apparel,In-store,Not Returned,UPS,,Medium
469040,SKU_1661,White Mug,9,2020/3/13 14:00,11.88,96463,Portugal,0.29,paypall,6.79,Electronics,Online,Not Returned,FedEx,Rome,Medium
767542,SKU_1417,Notebook,8,2020/3/13 15:00,74.18,75780,Australia,0.14,Credit Card,17.31,Electronics,In-store,Not Returned,DHL,Berlin,Medium
712121,SKU_1480,Blue Pen,20,2020/3/13 16:00,59.07,60824,Belgium,0.44,Credit Card,10.95,Accessories,Online,Not Returned,DHL,Amsterdam,Low
418420,SKU_1632,Backpack,28,2020/3/13 17:00,55.01,69585,United Kingdom,0.44,Bank Transfer,22.56,Accessories,In-store,Not Returned,FedEx,London,Low
381685,SKU_1268,Wall Clock,24,2020/3/13 18:00,67.12,76168,Belgium,0.36,Credit Card,21.72,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
980889,SKU_1766,Headphones,21,2020/3/13 19:00,69.95,97682,Italy,0.13,Bank Transfer,11.29,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
575526,SKU_1735,White Mug,45,2020/3/13 20:00,29.32,12160,Belgium,0.46,paypall,26.56,Apparel,In-store,Not Returned,UPS,Berlin,Low
144813,SKU_1566,White Mug,10,2020/3/13 21:00,99.65,35738,France,0.47,Credit Card,9.02,Furniture,In-store,Not Returned,UPS,Amsterdam,Low
792558,SKU_1647,Desk Lamp,12,2020/3/13 22:00,7.32,15528,United Kingdom,0.19,Credit Card,26.39,Apparel,In-store,Returned,FedEx,London,High
764180,SKU_1189,T-shirt,18,2020/3/13 23:00,78.41,38982,Australia,0.23,Bank Transfer,17.28,Electronics,In-store,Returned,UPS,Berlin,Medium
386214,SKU_1405,Backpack,40,2020/3/14 00:00,26.89,40636,Spain,0.19,Bank Transfer,7.61,Apparel,In-store,Not Returned,FedEx,Paris,High
442703,SKU_1764,Backpack,23,2020/3/14 01:00,88.82,54810,United States,0.38,Credit Card,15.7,Electronics,Online,Not Returned,UPS,Berlin,Low
304615,SKU_1488,Notebook,38,2020/3/14 02:00,13.17,22981,Germany,0.25,paypall,29.63,Furniture,Online,Not Returned,DHL,Amsterdam,Low
576657,SKU_1311,Desk Lamp,32,2020/3/14 03:00,99,46712,Portugal,0.27,paypall,22.46,Accessories,Online,Not Returned,Royal Mail,Berlin,High
666074,SKU_1595,Headphones,40,2020/3/14 04:00,47.72,75893,Portugal,0.36,Credit Card,25.94,Stationery,Online,Not Returned,DHL,Amsterdam,High
850294,SKU_1916,Backpack,30,2020/3/14 05:00,38.7,77557,Portugal,0.35,Bank Transfer,14.91,Stationery,Online,Not Returned,UPS,Paris,Medium
855164,SKU_1865,Notebook,11,2020/3/14 06:00,12.04,74983,Portugal,0.16,Credit Card,23.55,Apparel,In-store,Not Returned,FedEx,London,Low
499953,SKU_1688,Backpack,13,2020/3/14 07:00,35.11,85244,Norway,0.03,Bank Transfer,17.13,Apparel,Online,Not Returned,UPS,Amsterdam,Low
922494,SKU_1093,Wall Clock,39,2020/3/14 08:00,25.09,11383,Italy,0.44,Bank Transfer,27.78,Furniture,In-store,Not Returned,UPS,Berlin,High
938003,SKU_1389,Office Chair,31,2020/3/14 09:00,94.23,32976,Italy,0.02,paypall,24.89,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium
387654,SKU_1546,Notebook,16,2020/3/14 10:00,66.68,56793,Belgium,0.02,Credit Card,13.76,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
381570,SKU_1410,Blue Pen,30,2020/3/14 11:00,35.88,53483,Belgium,0.47,Bank Transfer,15.59,Stationery,In-store,Not Returned,DHL,Berlin,Medium
137265,SKU_1211,Blue Pen,13,2020/3/14 12:00,10.2,93015,Germany,0.28,Credit Card,11.02,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
349321,SKU_1637,Desk Lamp,28,2020/3/14 13:00,50.32,60398,Germany,0.25,Credit Card,21.75,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
166150,SKU_1368,Wall Clock,35,2020/3/14 14:00,76.12,21059,Italy,0.25,paypall,25.61,Electronics,Online,Not Returned,FedEx,Paris,High
711600,SKU_1741,White Mug,18,2020/3/14 15:00,83.22,77522,Sweden,0.1,Credit Card,24.3,Accessories,Online,Not Returned,FedEx,London,Medium
189613,SKU_1167,Wireless Mouse,29,2020/3/14 16:00,54.4,83343,Spain,0.07,Bank Transfer,24.22,Electronics,In-store,Not Returned,FedEx,Rome,High
437054,SKU_1013,Headphones,19,2020/3/14 17:00,99.45,66254,Italy,0.46,paypall,29.1,Accessories,In-store,Not Returned,Royal Mail,Paris,Low
938807,SKU_1585,Desk Lamp,4,2020/3/14 18:00,45.75,84279,United States,0.48,Credit Card,13.46,Apparel,Online,Not Returned,Royal Mail,Rome,Low
221826,SKU_1563,USB Cable,37,2020/3/14 19:00,9.11,86808,Sweden,0.43,Bank Transfer,7.79,Electronics,In-store,Not Returned,DHL,Paris,High
659723,SKU_1873,Backpack,36,2020/3/14 20:00,29.67,78266,Norway,0.31,paypall,28.64,Stationery,In-store,Not Returned,UPS,London,High
982875,SKU_1206,Wireless Mouse,20,2020/3/14 21:00,66.05,61202,Australia,0.48,Bank Transfer,10.48,Accessories,Online,Not Returned,DHL,Berlin,High
550348,SKU_1807,White Mug,14,2020/3/14 22:00,63.02,91986,United States,0.24,Bank Transfer,10.56,Electronics,In-store,Not Returned,FedEx,Paris,High
310017,SKU_1042,Office Chair,19,2020/3/14 23:00,33.92,13670,Italy,0.36,Credit Card,23.46,Electronics,In-store,Not Returned,UPS,London,Low
